,Company,Title,Location,Address,Industry,JD,Job Level,Base Title,Min Years Exp,Mean Sal,Log Mean Sal
282,Institute for Infocomm Research,Scientist (Cyber Security & Intelligence) / I2R (A*STAR) - 17/I2R/0041,Singapore - West,1 Fusionopolis Way Singapore #21-01 Connexis (South Tower) Singapore 138632,R&D," Successful candidate will be involved in researching and developing advanced technologies and algorithms to detect, analyse and assess data related to cyber security     JOB REQUIREMENTS       PhD in Computer Science or related fields   Possess minimum 2 years of relevant experience   Proficient in Python, analytical software such as MATLAB or R   Proficient in use of database   Experience wih Multimedia security would be advantage   Strongly motivated, resourceful, analytical individuals   Ability to deliver under tight schedule   Possess good interpersonal, presentation and communication skills  The above eligibility criteria are not exhaustive  A*STAR may include additional selection criteria based on its prevailing recruitment policies  These policies may be amended from time to time without notice  We regret that only shortlisted candidates will be notified PhD in Computer Science or related fields   Possess minimum 2 years of relevant experience   Proficient in Python, analytical software such as MATLAB or R   Proficient in use of database   Experience wih Multimedia security would be advantage   Strongly motivated, resourceful, analytical individuals   Ability to deliver under tight schedule   Possess good interpersonal, presentation and communication skills  The above eligibility criteria are not exhaustive  A*STAR may include additional selection criteria based on its prevailing recruitment policies  These policies may be amended from time to time without notice  We regret that only shortlisted candidates will be notified Successful candidate will be involved in researching and developing advanced technologies and algorithms to detect, analyse and assess data related to cyber security JOB REQUIREMENTS",4,DS,2.0,5000.0,8.517193191416238
283,Institute for Infocomm Research,Scientist (Neural & Biomedical Technology) / I2R (A*STAR) - 16/I2R/0019,Singapore - West,1 Fusionopolis Way Singapore #21-01 Connexis (South Tower) Singapore 138632,R&D," Successful candidate will take on the following roles   Develop and apply machine learning and signal processing methods in advanced research related to neural and biomedical science and technology, including but not limited to    Deep neural networks and algorithms for machine learning in electroencephalogram and/or near infrared spectroscopy brain imaging data;   High dimensional spatial spectral temporal signal processing, feature extraction, and pattern analysis;     Develop real time algorithms in Matlab or other programming languages, and integrate and optimise various methods to build innovative brain computer interface applications for improving specific brain functions;   Assist the principal investigator in project management, experimental design and testing;   Write technical reports for patents or academic publications Job Requirements The above eligibility criteria are not exhaustive  A*STAR may include additional selection criteria based on its prevailing recruitment policies  These policies may be amended from time to time without notice  We regret that only shortlisted candidates will be notified Successful candidate will take on the following roles   Develop and apply machine learning and signal processing methods in advanced research related to neural and biomedical science and technology, including but not limited to    Deep neural networks and algorithms for machine learning in electroencephalogram and/or near infrared spectroscopy brain imaging data;   High dimensional spatial spectral temporal signal processing, feature extraction, and pattern analysis;     Develop real time algorithms in Matlab or other programming languages, and integrate and optimise various methods to build innovative brain computer interface applications for improving specific brain functions;   Assist the principal investigator in project management, experimental design and testing;   Write technical reports for patents or academic publications       Job Requirements      PhD in computer science, electronics engineering or biomedical engineering   Possess minimum 2 years of experience in multi variate signal analysis/processing, machine learning and pattern recognition   Possess skills in pattern analysis and machine intelligence, Matlab   The above eligibility criteria are not exhaustive  A*STAR may include additional selection criteria based on its prevailing recruitment policies  These policies may be amended from time to time without notice  We regret that only shortlisted candidates will be notified",4,DS,2.0,5000.0,8.517193191416238
284,Institute for Infocomm Research,Scientist (Cyber Security & Intelligence) / I2R (A*STAR) - 16/I2R/0012,Singapore - West,1 Fusionopolis Way Singapore #21-01 Connexis (South Tower) Singapore 138632,R&D,"In smart grids, the sensed data will be sent to the control center  If the data is malicious, the server may be overloaded or even behave abnormally  You will be involved to develop a protection method for the concentrator/substation/RTU to perform light weight analysis of data  The method should be able to reduce the overhead incurred in the control center server, decrease the response time and increase the robustness of server  One possible method is to model the data so as to identify abnormal data    These research results will serve as the basis for the proposed data protection layer and will be integrated into the test bed    JOB REQUIREMENTS     PhD in Computer Science, Communication Security, Security Data Analysis or related fields;   Minimum 3 years of relevant experience;   Good knowledge on cryptography and communication security;   Able to analyse abnormal data   Proficient in C/C++ programming skill   Possess good interpersonal, presentation and communication skills   The above eligibility criteria are not exhaustive  A*STAR may include additional selection criteria based on its prevailing recruitment policies  These policies may be amended from time to time without notice  We regret that only shortlisted candidates will be notified In smart grids, the sensed data will be sent to the control center  If the data is malicious, the server may be overloaded or even behave abnormally  You will be involved to develop a protection method for the concentrator/substation/RTU to perform light weight analysis of data  The method should be able to reduce the overhead incurred in the control center server, decrease the response time and increase the robustness of server  One possible method is to model the data so as to identify abnormal data    These research results will serve as the basis for the proposed data protection layer and will be integrated into the test bed PhD in Computer Science, Communication Security, Security Data Analysis or related fields;   Minimum 3 years of relevant experience;   Good knowledge on cryptography and communication security;   Able to analyse abnormal data   Proficient in C/C++ programming skill   Possess good interpersonal, presentation and communication skills   The above eligibility criteria are not exhaustive  A*STAR may include additional selection criteria based on its prevailing recruitment policies  These policies may be amended from time to time without notice  We regret that only shortlisted candidates will be notified  JOB REQUIREMENTS",4,DS,3.0,5000.0,8.517193191416238
285,Singapore Management University,"Research Scientist (1-year contract), Fujitsu-SMU Urban Computing & Engineering",Singapore - Central - Downtown Core - Cityhall,81 Victoria Street Singapore,Education,"JOB DESCRIPTION     Work under supervision of Principal Investigator''s UNiCEN''s research problems, design and implementation of working prototypes and publications  These activities are to be carried out in consultation with UNiCEN director   Engage & lead in project discussions and requirement gatherings with industry players   Manage project implementation and team resources to ensure test bed solutions are delivered on time and meet requirements     REQUIREMENTS     PhD in Computer Science, Computer Engineering, or related disciplines   Reseach background in data mining, machine learning and optimization   Experience in designing incentive mechanism and conducting real world experiments   Programming in C++, Java   User of optimization tools sush as OPL or Matlab      #LI JN1 JOB DESCRIPTION REQUIREMENTS #LI JN1 ",5,DS,3.0,5000.0,8.517193191416238
286,"National University of Singapore, Office of Human Resources",Senior AI Engineer/Scientist (100 Experiments) for AI Singapore (a national R&D programme in Artificial Intelligence) - (00694),Singapore - Across Singapore - Singapore,,Education,"To lead the team to build Artificial Intelligence  AI  and Data products for the industry by collaborating with researchers  This is a leadership/manager role     To lead and undertake industry projects in AI/data science to build products in conjunction with the data engineering team     To lead research and stay current on the state of the art in AI and data science practise    To host Meet ups to introduce bleeding edge technologies to the wider community    To host user groups to share best practices and discuss latest advances in AI and Data Science research     To develop training materials to share with team members and students         Master's degree or PhD in Statistics, Machine Learning, AI, Mathematics, Engineering, Computing, Biostatistics or Social Sciences     10 or more years' experience with various data analysis and visualization tools    10 or more years of experience in R and/or Python; command line usage    Demonstration of self learning through hackathons or open user group and conference participation    Demonstration of initiative through side projects, Kaggle competitions, MOOC or workshop attendance    Evidence of contribution to the wider analytics community through mediums such as blog posts, open source contributions or speaking at user events     A track record of data munging and discovery to discover hidden patterns and analysis    Intimate knowledge of common machine learning techniques and key parameters that affect their performance    Understanding of relevant statistical measures such as confidence intervals, significance of error measurements, development and evaluation data sets, etc     Experience building deep learning models such as TensorFlow, Keras and Pytorch libraries    Proficiency with running deep learning models on Azure or Google Cloud Platforms  Able to use Virtual Machine Instances on these Platforms    Experience with Reinforcement Learning algorithms and training AI agents on OpenAI Gym environments    Good data communication skills; able to combine Python visualisation libraries with Tableau, and apply good design principles to visualisations, dashboards and reports    Commitment to spreading knowledge of all the above through talks, meetups and developing tutorials and teaching materials ",6,DS,7.0,5250.0,8.565983355585669
287,"National University of Singapore, Office of Human Resources",Preclinical MRI Scientist/ Operator/ Specialist - (0078B),Singapore - Across Singapore - Singapore,,Education,"Job Purpose      The candidate is expected to establish new preclinical acquisition protocols for the 3T MRI and 7T MRI scanner in order to meet the increasing demand of the NUS/NUHS research community for highest quality MRI data     The candidate is expected to implement MRI image analysis capabilities for preclinical imaging data in support of an increasing number of MRI study requests     The candidate is expected to be cross trained in operating other imaging modalities and to take part in weekly and monthly CMIF team duties     Duties & Responsibilities      The candidate will be responsible to set up and execute preclinical 3T MRI and 7T MRI protocols and will be responsible for all aspects of operation of both MRI scanner     The candidate will be cross trained on other imaging modalities in order to operate the same     The candidate will be responsible to implement MRI image analysis capabilities within CMIF     The candidate will perform image analysis as requested by researchers and train team members as well as researchers on MRI image analysis     The candidate will meet with researchers to discuss their MRI needs and advice on best path forward to support their research goal     The candidate will work as part of the CMIF imaging team and will participate in team tasks such as SOP writing, safety training for researchers and new staff, QC procedures and laboratory maintenance and upkeep and will ensure safe operation of the equipment     The candidate is required to maintain personal and professional development to meet the changing demands of the job and participate in appropriate training activities       Technical / Systems Knowledge     Experience in developing complex 3T and 7T MRI protocols and performing preclinical MRI examinations for a minimum of 3 years    Experience in MRI image analysis and the implementation and use of specialised softwares; programming knowledge of advantage    Experiences in performing PET/CT and CT examinations desirable if no prior experiences must be willing to be cross trained on other modalities   Can work independently with minimum supervision   Service oriented   Experience of working within a multidisciplinary team environment    Good oral and written communication skills ",2,DS,1.0,5963.6363635,8.693435702110945
288,SINGAPORE VCYBER TECHNOLOGY PTE LTD,"Research Scientist, Language Technologies",Singapore - West - Jurong East,,Computer/Information Technology (Software)," Your main responsibilities include As a Research Scientist, you will join a team of experts and you will As a Research Scientist, you will join a team of experts and you will          Work with large amounts of real world conversational data   Ensure data quality throughout all stages of acquisition and processing, including data collection, ground truth generation, normalization and transformation   Build and release models that elevate the customer experience and track impact over time       Your main responsibilities include          Apply state of the art deep learning method to natural language processing, such as spoken dialogue management, spoken information retrieval and open domain chat bot      Requirements         PhD /Master in Machine Learning/Natural Language Processing or related fields   Effective communication skills – Fluent in English and demonstrable ability to work in a collective environment and to develop teamwork among individuals and over geographically dispersed teams    Strong software background with extensive experience in C/C++, Python    Be comfortable with a fast paced working environment    Proficient in Natural Language Processing technologies & the handling of unstructured text    Proficient in common Machine Learning Algorithms and neural networks    Design analytical solutions/experiments to solve various strategic business problems through engagement and research       We invite interested applicants to send us comprehensive resume by clicking "" APPLY NOW""       ​ We regret that only shorlisted candidates will be notified As a Research Scientist, you will join a team of experts and you will          Work with large amounts of real world conversational data   Ensure data quality throughout all stages of acquisition and processing, including data collection, ground truth generation, normalization and transformation   Build and release models that elevate the customer experience and track impact over time ​ We regret that only shorlisted candidates will be notified We invite interested applicants to send us comprehensive resume by clicking "" APPLY NOW"" Requirements We invite interested applicants to send us comprehensive resume by clicking "" APPLY NOW""       ​ We regret that only shorlisted candidates will be notified Requirements         PhD /Master in Machine Learning/Natural Language Processing or related fields   Effective communication skills – Fluent in English and demonstrable ability to work in a collective environment and to develop teamwork among individuals and over geographically dispersed teams    Strong software background with extensive experience in C/C++, Python    Be comfortable with a fast paced working environment    Proficient in Natural Language Processing technologies & the handling of unstructured text    Proficient in common Machine Learning Algorithms and neural networks    Design analytical solutions/experiments to solve various strategic business problems through engagement and research       We invite interested applicants to send us comprehensive resume by clicking "" APPLY NOW""       ​ We regret that only shorlisted candidates will be notified As a Research Scientist, you will join a team of experts and you will          Work with large amounts of real world conversational data   Ensure data quality throughout all stages of acquisition and processing, including data collection, ground truth generation, normalization and transformation   Build and release models that elevate the customer experience and track impact over time       Your main responsibilities include",4,DS,2.0,5000.0,8.517193191416238
289,SINGAPORE VCYBER TECHNOLOGY PTE LTD,"Research Scientist , Speech Technologies",Singapore - West - Jurong East,Jurong East,Computer/Information Technology (Software)," As a Research Scientist, you will join a team of experts and you will          Work with large amounts of real world conversational data   Ensure data quality throughout all stages of acquisition and processing, including data collection, ground truth generation, normalization and transformation   Build and release models that elevate the customer experience and track impact over time As a Research Scientist, you will join a team of experts and you will As a Research Scientist, you will join a team of experts and you will          Work with large amounts of real world conversational data   Ensure data quality throughout all stages of acquisition and processing, including data collection, ground truth generation, normalization and transformation   Build and release models that elevate the customer experience and track impact over time       Your main responsibilities include          Build and tune large vocabulary speech recognition system, speaker recognition system and Text to Speech system, implement experiments involving acoustic modeling, language modeling and training tools development    Deliver superb speech products overcoming real challenges    noise, far field, limited computation resource      Requirements         PhD /Master in Machine Learning/Natural Language Processing or related fields   Effective communication skills – Fluent in English and demonstrable ability to work in a collective environment and to develop teamwork among individuals and over geographically dispersed teams    Strong software background with extensive experience in C/C++, Python    Be comfortable with a fast paced working environment    Proficient in Natural Language Processing technologies & the handling of unstructured text    Proficient in common Machine Learning Algorithms and neural networks    Design analytical solutions/experiments to solve various strategic business problems through engagement and research       We invite interested applicants to send us comprehensive resume by clicking "" APPLY NOW""       ​ We regret that only shorlisted candidates will be notified Requirements ​ We regret that only shorlisted candidates will be notified We invite interested applicants to send us comprehensive resume by clicking "" APPLY NOW"" Your main responsibilities include We invite interested applicants to send us comprehensive resume by clicking "" APPLY NOW""       ​ We regret that only shorlisted candidates will be notified Requirements         PhD /Master in Machine Learning/Natural Language Processing or related fields   Effective communication skills – Fluent in English and demonstrable ability to work in a collective environment and to develop teamwork among individuals and over geographically dispersed teams    Strong software background with extensive experience in C/C++, Python    Be comfortable with a fast paced working environment    Proficient in Natural Language Processing technologies & the handling of unstructured text    Proficient in common Machine Learning Algorithms and neural networks    Design analytical solutions/experiments to solve various strategic business problems through engagement and research       We invite interested applicants to send us comprehensive resume by clicking "" APPLY NOW""       ​ We regret that only shorlisted candidates will be notified As a Research Scientist, you will join a team of experts and you will          Work with large amounts of real world conversational data   Ensure data quality throughout all stages of acquisition and processing, including data collection, ground truth generation, normalization and transformation   Build and release models that elevate the customer experience and track impact over time       Your main responsibilities include",4,DS,2.0,5000.0,8.517193191416238
290,Singapore Management University,"Research Scientist (2-year contract), Living Analytics Research Centre",Singapore - Central - Downtown Core - Cityhall,81 Victoria Street Singapore,Education,"REQUIREMENTS The Living Analytics Research Centre  LARC  is a research centre set up in   Singapore Management University  SMU    and   Carnegie Mellon University  CMU    as our strategic partner that focuses on analytics in the fields of   Urban and Community Liveability ,   Personalised Urban Mobility ,   Jobs and Skills Intelligence , as well as   Smart Consumption and Healthy Lifestyle   Candidates who join us can also expect to gain a deeper knowledge in the following areas such as   Big Data Analytics ,   Data Mining ,   Machine Learning ,   Deep Learning, Human Computer Interaction, Urban Computing   and   other relevant disciplines JOB DESCRIPTION JOB DESCRIPTION    The Living Analytics Research Centre  LARC  is a research centre set up in   Singapore Management University  SMU    and   Carnegie Mellon University  CMU    as our strategic partner that focuses on analytics in the fields of   Urban and Community Liveability ,   Personalised Urban Mobility ,   Jobs and Skills Intelligence , as well as   Smart Consumption and Healthy Lifestyle   Candidates who join us can also expect to gain a deeper knowledge in the following areas such as   Big Data Analytics ,   Data Mining ,   Machine Learning ,   Deep Learning, Human Computer Interaction, Urban Computing   and   other relevant disciplines     The Research Scientist will work with faculty researchers on one or more of the following research topics in the urban/social computing, smart cities and consumer business domains     Data and Text Mining  Deep Learning  Recommender Systems  Big Data Infrastructure  Machine Learning  Crowdsourcing  Social Urban Sensing   The candidate will also be responsible for one or more the following aspects     Design research methodologies  Develop algorithms and models  Conduct data science studies  Design and conduct experiments  Design and implement applications, tools and systems  Develop analytics capabilities in big data infrastructure    REQUIREMENTS     PhD in Computer Science and related disciplines  Good knowledge in relevant research topics and related research skills  Proficient in at least one or more of these programming languages  Java, Python, C#, C++ and C  Self motivated and able to carry out tasks independently  Excellent team player and possess strong inter personal skills  Analytical and meticulous with attention to details The Research Scientist will work with faculty researchers on one or more of the following research topics in the urban/social computing, smart cities and consumer business domains The candidate will also be responsible for one or more the following aspects",6,DS,3.0,5000.0,8.517193191416238
291,Singapore Management University,"Research Scientist (1-year contract), Living Analytics Research Centre",Singapore - Central - Downtown Core - Cityhall,81 Victoria Street Singapore,Education,"The Research Scientist will also be responsible for one or more the following The Living Analytics Research Centre  LARC  is a joint research initiative between   Singapore Management University  SMU    and   Carnegie Mellon University  CMU    that focuses on behavioural and social network analytics in the fields of   Urban and Community Liveability ,   Personalised Urban Mobility ,   Jobs and Skills Intelligence , as well as   Smart Consumption and Healthy Lifestyle   In line with Singapore’s Smart Nation goal, one of LARC’s objectives will be to harness technology to its fullest potential with the aim of improving the lives of Citizens and creating more opportunities  Candidates who join us can also expect to gain a deeper knowledge in the following areas    Big Data Analytics ,   Data Mining ,   Machine Learning ,   Deep Learning   and   other relevant disciplines REQUIREMENTS JOB DESCRIPTION The Research Scientist will work with faculty researchers on one or more of the following research topics in the urban/social computing, smart cities and consumer business domains JOB DESCRIPTION    The Living Analytics Research Centre  LARC  is a joint research initiative between   Singapore Management University  SMU    and   Carnegie Mellon University  CMU    that focuses on behavioural and social network analytics in the fields of   Urban and Community Liveability ,   Personalised Urban Mobility ,   Jobs and Skills Intelligence , as well as   Smart Consumption and Healthy Lifestyle   In line with Singapore’s Smart Nation goal, one of LARC’s objectives will be to harness technology to its fullest potential with the aim of improving the lives of Citizens and creating more opportunities  Candidates who join us can also expect to gain a deeper knowledge in the following areas    Big Data Analytics ,   Data Mining ,   Machine Learning ,   Deep Learning   and   other relevant disciplines     The Research Scientist will work with faculty researchers on one or more of the following research topics in the urban/social computing, smart cities and consumer business domains     Data and Text Mining  Machine Learning  Deep Learning  Crowdsourcing  Recommender Systems  Social Urban Sensing  Big Data Infrastructure   The Research Scientist will also be responsible for one or more the following     Designing research methodologies  Developing algorithms and models  Conducting data science studies  Designing and conducting experiments  Designing and implementing applications, tools and systems  Developing analytics capabilities in big data infrastructure    REQUIREMENTS     PhD in Computer Science and related disciplines  Good knowledge in relevant research topics and related research skills  Proficient in at least one or more of these programming languages  Java, Python, C#, C++ and C",6,DS,3.0,5000.0,8.517193191416238
292,Singapore Management University,"Senior Research Scientist (1-year contract), Living Analytics Research Centre",Singapore - Central - Downtown Core - Cityhall,81 Victoria Street Singapore,Education,"JOB DESCRIPTION REQUIREMENTS JOB DESCRIPTION    The Research Scientist will work with faculty researchers on one or more of the following research topics in the urban/social computing, smart cities and consumer business domains     Data and Text Mining  Machine Learning  Deep Learning  Crowdsourcing  Recommender Systems  Social Urban Sensing  Big Data Infrastructure   The Research Scientist will also be responsible for one or more of the following    Designing research methodologies  Developing algorithms and models  Conducting data science studies  Designing and conducting experiments  Designing and implementing applications, tools and systems  Developing analytics capabilities in big data infrastructure    REQUIREMENTS     Phd in Computer Science  Good knowledge in relevant research topics and related research skills  Proficient in at least one or more of these programming languages  Java, Python, C#, C++ and C The Research Scientist will also be responsible for one or more of the following The Research Scientist will work with faculty researchers on one or more of the following research topics in the urban/social computing, smart cities and consumer business domains",6,DS,4.0,5000.0,8.517193191416238
293,Singapore Management University,"Research Scientist (1-year contract), Living Analytics Research Centre",Singapore - Central - Downtown Core - Cityhall,81 Victoria Street Singapore,Education,"The Research Scientist will also be responsible for one or more the following The Living Analytics Research Centre  LARC  is a joint research initiative between   Singapore Management University  SMU    and   Carnegie Mellon University  CMU    that focuses on behavioural and social network analytics in the fields of   Urban and Community Liveability ,   Personalised Urban Mobility ,   Jobs and Skills Intelligence , as well as   Smart Consumption and Healthy Lifestyle   In line with Singapore’s Smart Nation goal, one of LARC’s objectives will be to harness technology to its fullest potential with the aim of improving the lives of Citizens and creating more opportunities  Candidates who join us can also expect to gain a deeper knowledge in the following areas    Big Data Analytics ,   Data Mining ,   Machine Learning ,   Deep Learning   and   other relevant disciplines REQUIREMENTS JOB DESCRIPTION The Research Scientist will work with faculty researchers on one or more of the following research topics in the urban/social computing, smart cities and consumer business domains JOB DESCRIPTION    The Living Analytics Research Centre  LARC  is a joint research initiative between   Singapore Management University  SMU    and   Carnegie Mellon University  CMU    that focuses on behavioural and social network analytics in the fields of   Urban and Community Liveability ,   Personalised Urban Mobility ,   Jobs and Skills Intelligence , as well as   Smart Consumption and Healthy Lifestyle   In line with Singapore’s Smart Nation goal, one of LARC’s objectives will be to harness technology to its fullest potential with the aim of improving the lives of Citizens and creating more opportunities  Candidates who join us can also expect to gain a deeper knowledge in the following areas    Big Data Analytics ,   Data Mining ,   Machine Learning ,   Deep Learning   and   other relevant disciplines     The Research Scientist will work with faculty researchers on one or more of the following research topics in the urban/social computing, smart cities and consumer business domains     Data and Text Mining  Machine Learning  Deep Learning  Crowdsourcing  Recommender Systems  Social Urban Sensing  Big Data Infrastructure   The Research Scientist will also be responsible for one or more the following     Designing research methodologies  Developing algorithms and models  Conducting data science studies  Designing and conducting experiments  Designing and implementing applications, tools and systems  Developing analytics capabilities in big data infrastructure    REQUIREMENTS     PhD in Computer Science and related disciplines  Good knowledge in relevant research topics and related research skills  Proficient in at least one or more of these programming languages  Java, Python, C#, C++ and C",6,DS,3.0,6000.0,8.699514748210191
294,Singapore Management University,"Research Scientist (1-year contract), Fujitsu-SMU Urban Computing & Engineering",Singapore - Central - Downtown Core - Cityhall,81 Victoria Street Singapore,Education,"JOB DESCRIPTION #LI JN1 JOB DESCRIPTION     Work under supervision of Principal Investigator''s UNiCEN''s research problems, design and implementation of working prototypes and publications  These activities are to be carried out in consultation with UNiCEN director   Engage & lead in project discussions and requirement gatherings with industry players   Manage project implementation and team resources to ensure test bed solutions are delivered on time and meet requirements     REQUIREMENTS     PhD in Computer Science, Computer Engineering, or related disciplines   Reseach background in data mining, machine learning and optimization   Experience in designing incentive mechanism and conducting real world experiments   Programming in C++, Java   User of optimization tools sush as OPL or Matlab    #LI JN1 REQUIREMENTS ",5,DS,3.0,5000.0,8.517193191416238
